case:concept:name,concept:name,org:resource,start:timestamp,time:timestamp,Span,Ordered,Part,Worker ID,Report Type,Completed,Rejected,MRB,Rework
Case 257,Lapping - Machine 1,Machine 1 - Lapping,2012-02-13 13:47:00,2012-02-13 17:15:00,003:28,150,Cable Head,ID4882,D,75,0,0,
Case 257,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-13 20:09:00,2012-02-13 23:05:00,002:56,150,Cable Head,ID0420,S,0,0,0,
Case 257,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-13 23:06:00,2012-02-14 06:49:00,007:43,150,Cable Head,ID0420,D,22,0,0,
Case 257,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-14 07:00:00,2012-02-14 16:08:00,009:08,150,Cable Head,ID4872,D,20,0,0,
Case 257,Lapping - Machine 1,Machine 1 - Lapping,2012-02-14 08:27:00,2012-02-14 12:41:00,004:14,150,Cable Head,ID0998,D,0,0,0,
Case 257,Lapping - Machine 1,Machine 1 - Lapping,2012-02-14 10:48:00,2012-02-14 12:37:00,001:49,150,Cable Head,ID4882,D,52,0,0,
Case 257,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-14 20:07:00,2012-02-15 06:57:00,010:50,150,Cable Head,ID0420,D,25,0,0,
Case 257,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-15 06:58:00,2012-02-15 10:02:00,003:04,150,Cable Head,ID4872,D,3,0,0,
Case 257,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-15 07:00:00,2012-02-15 07:28:00,000:28,150,Cable Head,ID4445,D,1,0,0,
Case 257,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-15 11:26:00,2012-02-15 16:10:00,004:44,150,Cable Head,ID4872,D,13,0,0,
Case 257,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-15 16:55:00,2012-02-15 17:19:00,000:24,150,Cable Head,ID4385,D,0,0,0,
Case 257,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-15 18:19:00,2012-02-15 23:57:00,005:38,150,Cable Head,ID4385,D,16,0,0,
Case 257,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-16 00:10:00,2012-02-16 06:48:00,006:38,150,Cable Head,ID0420,D,19,0,0,
Case 257,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-16 06:51:00,2012-02-16 07:29:00,000:38,150,Cable Head,ID4355,D,2,0,0,
Case 257,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-16 07:30:00,2012-02-16 07:58:00,000:28,150,Cable Head,ID4355,D,0,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-02-16 11:44:00,2012-02-16 12:50:00,001:06,150,Cable Head,ID4163,D,0,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-02-16 13:20:00,2012-02-16 16:13:00,002:53,150,Cable Head,ID4163,D,0,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-02-19 07:00:00,2012-02-19 08:40:00,001:40,150,Cable Head,ID4163,D,0,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-02-19 09:00:00,2012-02-19 10:40:00,001:40,150,Cable Head,ID4163,D,41,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-02-19 10:40:00,2012-02-19 12:50:00,002:10,150,Cable Head,ID4163,D,0,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-02-19 14:07:00,2012-02-19 18:02:00,003:55,150,Cable Head,ID4163,D,0,0,0,
Case 257,Packing,Packing,2012-02-20 00:00:00,2012-02-20 01:00:00,000:00,150,Cable Head,ID4820,D,41,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-02-20 07:00:00,2012-02-20 08:40:00,001:40,150,Cable Head,ID4163,D,0,0,0,
Case 257,Packing,Packing,2012-02-21 00:00:00,2012-02-21 01:00:00,000:00,150,Cable Head,ID4820,D,52,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-02-21 09:00:00,2012-02-21 10:45:00,001:45,150,Cable Head,ID4163,D,52,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-02-22 17:00:00,2012-02-22 18:02:00,001:02,150,Cable Head,ID4163,D,0,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-02-23 10:30:00,2012-02-23 12:50:00,002:20,150,Cable Head,ID4163,D,0,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-02-23 13:35:00,2012-02-23 14:30:00,000:55,150,Cable Head,ID4163,D,0,2,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-02-23 14:30:00,2012-02-23 15:20:00,000:50,150,Cable Head,ID4163,D,0,3,0,
Case 257,Packing,Packing,2012-02-29 00:00:00,2012-02-29 01:00:00,000:00,150,Cable Head,ID4820,D,1,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-02-29 08:30:00,2012-02-29 08:40:00,000:10,150,Cable Head,ID4163,D,0,0,1,
Case 257,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-04 10:44:00,2012-03-04 14:17:00,003:33,150,Cable Head,ID4528,D,0,0,0,
Case 257,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-04 15:21:00,2012-03-04 16:26:00,001:05,150,Cable Head,ID4528,D,0,0,0,
Case 257,Lapping - Machine 1,Machine 1 - Lapping,2012-03-05 11:40:00,2012-03-05 17:25:00,005:45,150,Cable Head,ID0998,D,19,0,0,
Case 257,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-07 23:26:00,2012-03-08 02:06:00,002:40,150,Cable Head,ID4445,D,7,0,0,
Case 257,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-08 02:07:00,2012-03-08 06:49:00,004:42,150,Cable Head,ID4355,D,19,0,0,
Case 257,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-08 07:06:00,2012-03-08 07:27:00,000:21,150,Cable Head,ID0420,D,1,0,0,
Case 257,Packing,Packing,2012-03-18 00:00:00,2012-03-18 01:00:00,000:00,150,Cable Head,ID4820,D,8,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-03-18 07:00:00,2012-03-18 08:00:00,001:00,150,Cable Head,ID4163,D,8,0,0,
Case 257,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-18 11:56:00,2012-03-18 15:31:00,003:35,150,Cable Head,ID4528,D,0,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-03-19 09:00:00,2012-03-19 12:50:00,003:50,150,Cable Head,ID4163,D,16,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-03-20 09:00:00,2012-03-20 09:30:00,000:30,150,Cable Head,ID4163,D,0,4,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-03-20 09:30:00,2012-03-20 09:45:00,000:15,150,Cable Head,ID4163,D,0,1,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-03-20 09:45:00,2012-03-20 10:00:00,000:15,150,Cable Head,ID4163,D,0,1,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-03-20 10:00:00,2012-03-20 10:15:00,000:15,150,Cable Head,ID4163,D,0,1,0,
Case 257,Packing,Packing,2012-03-21 00:00:00,2012-03-21 01:00:00,000:00,150,Cable Head,ID4820,D,26,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-03-21 12:00:00,2012-03-21 12:50:00,000:50,150,Cable Head,ID4163,D,10,0,0,
Case 257,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-27 20:48:00,2012-03-27 23:28:00,002:40,150,Cable Head,ID4528,D,0,0,0,
Case 257,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-28 07:04:00,2012-03-28 07:21:00,000:17,150,Cable Head,ID4872,D,0,0,0,
Case 257,Lapping - Machine 1,Machine 1 - Lapping,2012-03-28 11:28:00,2012-03-28 13:56:00,002:28,150,Cable Head,ID4872,D,2,0,0,Y
Case 257,Final Inspection Q.C.,Quality Check 1,2012-03-30 00:00:00,2012-03-30 01:15:00,000:00,150,Cable Head,ID0937,D,0,1,0,
Case 257,Packing,Packing,2012-03-30 00:00:00,2012-03-30 01:00:00,000:00,150,Cable Head,ID4820,D,5,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-03-30 07:20:00,2012-03-30 07:40:00,000:20,150,Cable Head,ID4163,D,5,0,0,
Case 257,Final Inspection Q.C.,Quality Check 1,2012-03-30 08:12:00,2012-03-30 08:40:00,000:28,150,Cable Head,ID4163,D,0,2,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-04 07:00:00,2012-01-04 08:40:00,001:40,153,Cable Head,ID4163,D,0,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-04 14:15:00,2012-01-04 16:09:00,001:54,153,Cable Head,ID4429,S,0,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-04 19:54:00,2012-01-05 06:45:00,010:51,153,Cable Head,ID4932,D,117,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-05 07:06:00,2012-01-05 14:17:00,007:11,153,Cable Head,ID4429,D,36,0,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-05 14:00:00,2012-01-05 16:10:00,002:10,153,Cable Head,ID4163,S,0,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-05 14:22:00,2012-01-05 17:37:00,003:15,153,Cable Head,ID4429,S,1,0,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-05 17:00:00,2012-01-05 17:35:00,000:35,153,Cable Head,ID4287,D,153,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-05 19:51:00,2012-01-05 20:50:00,000:59,153,Cable Head,ID4932,S,0,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-05 20:51:00,2012-01-06 06:41:00,009:50,153,Cable Head,ID4932,D,33,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-06 07:21:00,2012-01-06 12:39:00,005:18,153,Cable Head,ID4429,D,20,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-06 13:00:00,2012-01-07 07:00:00,018:00,153,Cable Head,ID4529,D,0,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-07 07:00:00,2012-01-07 23:30:00,016:30,153,Cable Head,ID4529,D,0,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-07 23:36:00,2012-01-08 06:35:00,006:59,153,Cable Head,ID4641,D,36,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-08 07:06:00,2012-01-08 08:39:00,001:33,153,Cable Head,ID4932,D,0,0,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-08 09:00:00,2012-01-08 12:50:00,003:50,153,Cable Head,ID4163,D,131,0,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-08 13:20:00,2012-01-08 13:40:00,000:20,153,Cable Head,ID4163,D,0,1,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-08 13:40:00,2012-01-08 14:00:00,000:20,153,Cable Head,ID4163,D,0,3,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-08 14:00:00,2012-01-08 14:20:00,000:20,153,Cable Head,ID4163,D,0,6,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-08 14:20:00,2012-01-08 14:40:00,000:20,153,Cable Head,ID4163,D,0,6,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-08 14:40:00,2012-01-08 15:00:00,000:20,153,Cable Head,ID4163,D,0,5,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-08 19:42:00,2012-01-09 11:35:00,015:53,153,Cable Head,ID4429,D,63,0,0,
Case 266,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-08 21:14:00,2012-01-08 23:17:00,002:03,153,Cable Head,ID4445,D,131,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-01-31 12:08:00,2012-01-31 17:02:00,004:54,153,Cable Head,ID0998,D,24,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-02-01 13:52:00,2012-02-01 17:07:00,003:15,153,Cable Head,ID0998,D,29,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-02-01 16:04:00,2012-02-01 17:19:00,000:00,153,Cable Head,ID4882,D,8,0,0,
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-02 21:09:00,2012-02-02 23:35:00,002:26,153,Cable Head,ID4385,S,0,0,0,
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-02 23:36:00,2012-02-03 06:56:00,007:20,153,Cable Head,ID4385,D,24,0,0,
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-03 07:04:00,2012-02-03 09:51:00,002:47,153,Cable Head,ID4355,D,8,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-02-03 09:36:00,2012-02-03 13:00:00,003:24,153,Cable Head,ID0998,D,20,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-02-05 00:00:00,2012-02-05 01:15:00,000:00,153,Cable Head,ID4882,D,0,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-05 14:00:00,2012-02-05 16:10:00,002:10,153,Cable Head,ID4163,D,0,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-06 07:00:00,2012-02-06 08:40:00,001:40,153,Cable Head,ID4163,D,0,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-06 09:00:00,2012-02-06 11:00:00,002:00,153,Cable Head,ID4163,D,0,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-02-08 09:28:00,2012-02-08 09:57:00,000:29,153,Cable Head,ID0998,D,0,0,0,
Case 266,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-09 20:01:00,2012-02-09 22:29:00,002:28,153,Cable Head,ID4445,S,1,0,0,
Case 266,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-09 22:29:00,2012-02-10 06:52:00,008:23,153,Cable Head,ID4445,D,26,0,0,
Case 266,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-10 06:50:00,2012-02-10 12:45:00,005:55,153,Cable Head,ID0420,D,12,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-02-10 09:43:00,2012-02-10 12:30:00,002:47,153,Cable Head,ID4882,D,48,0,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-02-10 12:00:00,2012-02-10 12:45:00,000:45,153,Cable Head,ID4163,D,0,0,0,
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-12 17:22:00,2012-02-12 19:48:00,002:26,153,Cable Head,ID4385,S,1,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-02-12 17:42:00,2012-02-12 18:57:00,000:00,153,Cable Head,ID4882,D,2,0,0,
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-12 20:00:00,2012-02-13 06:50:00,010:50,153,Cable Head,ID0420,D,30,0,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-02-12 20:03:00,2012-02-12 20:08:00,024:05,153,Cable Head,ID0420,D,0,0,0,
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-13 06:54:00,2012-02-13 15:47:00,008:53,153,Cable Head,ID4445,D,29,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-13 12:20:00,2012-02-13 12:50:00,000:30,153,Cable Head,ID4163,D,32,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-14 07:00:00,2012-02-14 08:40:00,001:40,153,Cable Head,ID4163,D,0,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-14 09:00:00,2012-02-14 12:50:00,003:50,153,Cable Head,ID4163,D,0,0,0,
Case 266,Packing,Packing,2012-02-15 00:00:00,2012-02-15 01:00:00,000:00,153,Cable Head,ID4820,D,32,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-15 14:20:00,2012-02-15 18:03:00,003:43,153,Cable Head,ID4163,D,0,0,0,
Case 266,Packing,Packing,2012-02-16 00:00:00,2012-02-16 01:00:00,000:00,153,Cable Head,ID4820,D,18,0,0,
Case 266,Packing,Packing,2012-02-16 00:00:00,2012-02-16 01:00:00,000:00,153,Cable Head,ID4820,D,5,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-16 07:15:00,2012-02-16 08:40:00,001:25,153,Cable Head,ID4163,D,0,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-16 09:00:00,2012-02-16 11:45:00,002:45,153,Cable Head,ID4163,D,23,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-16 11:44:00,2012-02-16 12:59:00,000:00,153,Cable Head,ID4163,D,0,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-19 13:20:00,2012-02-19 14:07:00,000:47,153,Cable Head,ID4163,D,44,0,0,
Case 266,Packing,Packing,2012-02-20 00:00:00,2012-02-20 01:00:00,000:00,153,Cable Head,ID4820,D,44,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-22 13:20:00,2012-02-22 14:20:00,001:00,153,Cable Head,ID4163,D,0,2,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-22 14:20:00,2012-02-22 14:50:00,000:30,153,Cable Head,ID4163,D,0,5,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-22 14:50:00,2012-02-22 15:10:00,000:20,153,Cable Head,ID4163,D,0,1,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-22 15:10:00,2012-02-22 15:30:00,000:20,153,Cable Head,ID4163,D,0,1,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-22 15:30:00,2012-02-22 15:50:00,000:20,153,Cable Head,ID4163,D,0,1,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-22 15:50:00,2012-02-22 16:10:00,000:20,153,Cable Head,ID4163,D,0,3,0,
Case 266,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-05 20:24:00,2012-03-05 23:47:00,003:23,153,Cable Head,ID4872,D,0,0,0,
Case 266,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-06 07:06:00,2012-03-06 09:23:00,002:17,153,Cable Head,ID4528,D,0,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-03-18 08:00:00,2012-03-18 08:40:00,000:40,153,Cable Head,ID4163,D,3,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-03-18 09:00:00,2012-03-18 11:00:00,002:00,153,Cable Head,ID4163,D,13,0,0,
Case 266,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-18 11:24:00,2012-03-18 11:56:00,000:32,153,Cable Head,ID4528,D,0,0,0,
Case 266,Packing,Packing,2012-03-19 00:00:00,2012-03-19 01:00:00,000:00,153,Cable Head,ID4820,D,16,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,2012-03-19 08:00:00,2012-03-19 08:40:00,000:40,153,Cable Head,ID4163,D,3,0,0,
Case 266,Packing,Packing,2012-03-21 00:00:00,2012-03-21 01:00:00,000:00,153,Cable Head,ID4820,D,3,0,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-03-30 00:00:00,2012-03-30 01:15:00,000:00,153,Cable Head,ID4163,D,0,1,0,
Case 271,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-02 20:00:00,2012-01-02 23:00:00,003:00,150,Cable Head,ID4932,S,0,0,0,
Case 271,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-02 20:19:00,2012-01-02 20:53:00,000:34,150,Cable Head,ID4932,S,0,0,0,
Case 271,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-02 23:00:00,2012-01-03 07:00:00,008:00,150,Cable Head,ID4932,D,28,0,0,
Case 271,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-03 07:05:00,2012-01-03 08:43:00,001:38,150,Cable Head,ID4429,B,0,0,0,
Case 271,Turning & Milling Q.C.,Quality Check 1,2012-01-03 07:24:00,2012-01-03 15:36:00,008:12,150,Cable Head,ID4493,D,0,0,0,
Case 271,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-03 20:01:00,2012-01-04 06:55:00,010:54,150,Cable Head,ID4932,D,39,0,0,
Case 271,Turning & Milling Q.C.,Quality Check 1,2012-01-04 00:00:00,2012-01-04 01:15:00,000:00,150,Cable Head,ID4493,D,5,4,0,
Case 271,Turning & Milling Q.C.,Quality Check 1,2012-01-04 07:00:00,2012-01-04 15:41:00,008:41,150,Cable Head,ID4493,D,68,0,0,
Case 271,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-04 07:15:00,2012-01-04 14:14:00,006:59,150,Cable Head,ID4429,D,24,0,0,
Case 271,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-04 15:27:00,2012-01-04 15:57:00,000:30,150,Cable Head,ID4882,D,39,0,0,
Case 271,Turning & Milling Q.C.,Quality Check 1,2012-01-04 15:41:00,2012-01-04 15:48:00,000:07,150,Cable Head,ID4493,D,71,2,0,
Case 271,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-04 15:44:00,2012-01-04 16:59:00,000:00,150,Cable Head,ID4429,D,82,0,0,
Case 271,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-04 21:25:00,2012-01-05 00:58:00,003:33,150,Cable Head,ID4385,D,105,0,0,
Case 271,Lapping - Machine 1,Machine 1 - Lapping,2012-01-16 00:00:00,2012-01-16 01:15:00,000:00,150,Cable Head,ID4882,D,0,0,0,
Case 271,Lapping - Machine 1,Machine 1 - Lapping,2012-01-16 00:00:00,2012-01-16 01:15:00,000:00,150,Cable Head,ID4882,D,0,0,0,
Case 271,Grinding Rework,Machine 11 - Grinding,2012-01-16 10:10:00,2012-01-16 10:37:00,000:27,150,Cable Head,ID4882,D,0,0,0,
Case 271,Lapping - Machine 1,Machine 1 - Lapping,2012-01-16 12:13:00,2012-01-16 12:45:00,000:32,150,Cable Head,ID4882,D,32,0,0,
Case 271,Lapping - Machine 1,Machine 1 - Lapping,2012-01-16 14:50:00,2012-01-16 15:07:00,000:17,150,Cable Head,ID4882,D,16,0,0,
Case 271,Lapping - Machine 1,Machine 1 - Lapping,2012-01-17 09:07:00,2012-01-17 13:27:00,004:20,150,Cable Head,ID0998,D,40,0,0,
Case 271,Grinding Rework,Machine 11 - Grinding,2012-01-17 11:45:00,2012-01-17 14:16:00,002:31,150,Cable Head,ID4882,D,0,0,0,
Case 271,Lapping - Machine 1,Machine 1 - Lapping,2012-01-18 00:00:00,2012-01-18 01:15:00,000:00,150,Cable Head,ID4882,D,0,0,0,
Case 271,Lapping - Machine 1,Machine 1 - Lapping,2012-01-18 07:40:00,2012-01-18 08:44:00,001:04,150,Cable Head,ID4882,D,30,0,0,
Case 271,Grinding Rework,Machine 11 - Grinding,2012-01-18 11:02:00,2012-01-18 12:12:00,001:10,150,Cable Head,ID4882,D,0,0,0,
Case 271,Lapping - Machine 1,Machine 1 - Lapping,2012-01-18 11:17:00,2012-01-18 12:12:00,000:55,150,Cable Head,ID4882,D,26,0,0,
Case 271,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-19 15:04:00,2012-01-19 16:10:00,001:06,150,Cable Head,ID4355,S,0,0,0,
Case 271,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-19 16:13:00,2012-01-19 21:11:00,004:58,150,Cable Head,ID4385,S,0,0,0,
Case 271,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-19 21:11:00,2012-01-19 23:40:00,002:29,150,Cable Head,ID4385,D,6,0,0,
Case 271,Lapping - Machine 1,Machine 1 - Lapping,2012-02-21 11:45:00,2012-02-21 16:26:00,004:41,150,Cable Head,ID0998,D,0,0,0,
Case 271,Lapping - Machine 1,Machine 1 - Lapping,2012-02-22 00:00:00,2012-02-22 01:15:00,000:00,150,Cable Head,ID4882,D,0,0,0,
Case 271,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-22 03:42:00,2012-02-22 05:12:00,001:30,150,Cable Head,ID4445,S,0,0,0,
Case 271,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-22 05:12:00,2012-02-22 06:56:00,001:44,150,Cable Head,ID4445,D,9,0,0,
Case 271,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-22 09:48:00,2012-02-22 15:53:00,006:05,150,Cable Head,ID0420,D,29,0,0,
Case 271,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-22 20:03:00,2012-02-23 04:46:00,008:43,150,Cable Head,ID4445,D,27,0,0,
Case 271,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-23 06:57:00,2012-02-23 11:11:00,004:14,150,Cable Head,ID0420,B,0,0,0,
Case 271,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-23 11:11:00,2012-02-23 12:15:00,001:04,150,Cable Head,ID0420,D,3,0,0,
Case 271,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-23 12:16:00,2012-02-23 12:23:00,000:07,150,Cable Head,ID4355,D,1,0,0,
Case 271,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-23 22:16:00,2012-02-24 00:32:00,002:16,150,Cable Head,ID4445,S,0,0,0,
Case 271,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-24 00:32:00,2012-02-24 06:35:00,006:03,150,Cable Head,ID4445,D,14,0,0,
Case 271,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-24 06:57:00,2012-02-24 06:58:00,000:01,150,Cable Head,ID0420,D,0,0,0,
Case 271,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-24 06:58:00,2012-02-24 11:52:00,004:54,150,Cable Head,ID0420,D,13,0,0,
Case 271,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-25 22:05:00,2012-02-26 06:37:00,008:32,150,Cable Head,ID4528,D,24,0,0,
Case 271,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-26 07:01:00,2012-02-26 14:41:00,007:40,150,Cable Head,ID4445,D,18,0,0,
Case 271,Lapping - Machine 1,Machine 1 - Lapping,2012-02-26 07:58:00,2012-02-26 09:16:00,001:18,150,Cable Head,ID4882,D,0,0,0,
Case 271,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-26 14:42:00,2012-02-26 15:37:00,000:55,150,Cable Head,ID4445,D,0,0,0,
Case 271,Final Inspection Q.C.,Quality Check 1,2012-02-27 13:20:00,2012-02-27 17:55:00,004:35,150,Cable Head,ID4493,D,0,0,0,
Case 271,Packing,Packing,2012-02-28 00:00:00,2012-02-28 01:00:00,000:00,150,Cable Head,ID4820,D,66,0,0,
Case 271,Final Inspection Q.C.,Quality Check 1,2012-02-28 09:00:00,2012-02-28 13:41:00,004:41,150,Cable Head,ID4493,D,66,0,0,
Case 271,Packing,Packing,2012-03-05 00:00:00,2012-03-05 01:00:00,000:00,150,Cable Head,ID4820,D,57,0,0,
Case 271,Final Inspection Q.C.,Quality Check 1,2012-03-05 06:59:00,2012-03-05 11:01:00,004:02,150,Cable Head,ID4493,D,57,0,0,
Case 271,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-05 17:10:00,2012-03-05 17:45:00,000:35,150,Cable Head,ID4528,D,0,0,0,
